Vardas              Pavarde             Vid.                Med.                
Valdis              Kavaliauskas        9                   9                   
Valentas            Kateiva             5.2                 5.2                 
Valentas            Pocius              6.4                 6.4                 
Valentas            Petrauskas          6.2                 6.2                 
Valentas            Petrauskas          6.4                 6.4                 
Valentas            Sakalauskas         8.2                 8.2                 
Valentinas          Paulauskas          6.6                 6.6                 
Valentinas          Jankauskas          8                   8                   
Valentinas          Jankauskas          5.2                 5.2                 
Valentinas          zukauskas           8.8                 8.8                 
Valentinas          Kavaliauskas        5                   5                   
Valentinas          Kavaliauskas        7.2                 7.2                 
Valerijonas         zukauskas           10                  10                  
Valerijonas         Kateiva             8                   8                   
Valerijonas         Kateiva             5.6                 5.6                 
Valerijonas         Paulauskas          7.4                 7.4                 
Valerijonas         Sakalauskas         6.2                 6.2                 
Valerijonas         zukauskas           6.4                 6.4                 
Valerijonas         Kateiva             6.4                 6.4                 
Valerijus           Stankevicius        6.8                 6.8                 
Valerijus           Vasiliauskas        5.8                 5.8                 
Valerijus           Stankevicius        7                   7                   
Valerijus           Kazlaukas           6.2                 6.2                 
Valerijus           Kavaliauskas        5                   5                   
Valerijus           Kazlaukas           8                   8                   
Valerijus           Jankauskas          8.8                 8.8                 
Valerijus           Pocius              8.4                 8.4                 
Valius              Petrauskas          5.8                 5.8                 
Valius              Jankauskas          6.6                 6.6                 
Valius              Jankauskas          5.6                 5.6                 
Valius              Baranauskas         5.4                 5.4                 
Valius              Kateiva             5.2                 5.2                 
Valius              Jankauskas          6.4                 6.4                 
Valius              Urbonas             8.4                 8.4                 
Valius              Vasiliauskas        5.4                 5.4                 
Valius              Jankauskas          7.6                 7.6                 
Valius              zukauskas           6.4                 6.4                 
Valius              Butkus              8                   8                   
Valteris            Kavaliauskas        5.4                 5.4                 
Valteris            Stankevicius        7.8                 7.8                 
Valteris            Butkus              5.4                 5.4                 
Valteris            Urbonas             6.8                 6.8                 
Valteris            Pocius              6.4                 6.4                 
Valteris            Baranauskas         6                   6                   
Valteris            Sakalauskas         7.4                 7.4                 
Valteris            Butkus              10                  10                  
Valteris            Urbonas             7.8                 7.8                 
Valys               Kazlaukas           9.4                 9.4                 
Valys               Sakalauskas         7.6                 7.6                 
Valys               Sakalauskas         5.4                 5.4                 
Valys               Sakalauskas         10                  10                  
Valys               Kavaliauskas        8                   8                   
Vasaris             Pocius              6                   6                   
Vasaris             Jankauskas          8                   8                   
Vasaris             Stankevicius        7                   7                   
Vasaris             Kateiva             8.8                 8.8                 
Vasaris             Kazlaukas           7.2                 7.2                 
Vasilijus           Sakalauskas         9.4                 9.4                 
Vasilijus           Stankevicius        8.4                 8.4                 
Vasilijus           Jankauskas          8.4                 8.4                 
Vejas               Urbonas             5                   5                   
Vejas               Paulauskas          8                   8                   
Vejas               Stankevicius        6.4                 6.4                 
Vejas               Jankauskas          6                   6                   
Vejas               Jankauskas          6.4                 6.4                 
Vejas               Stankevicius        8.8                 8.8                 
Vejas               Petrauskas          5                   5                   
Vejas               Butkus              6.8                 6.8                 
Vejas               Paulauskas          5                   5                   
Vejunas             Vasiliauskas        7.6                 7.6                 
Vejunas             Urbonas             7.2                 7.2                 
Vejunas             Baranauskas         7                   7                   
Vejunas             Stankevicius        7.4                 7.4                 
Vejunas             Stankevicius        5                   5                   
Vejunas             Stankevicius        7.6                 7.6                 
Vejunas             Baranauskas         5.8                 5.8                 
Vejunas             Sakalauskas         9.4                 9.4                 
Venantas            Jankauskas          7                   7                   
Venantas            Jankauskas          7.2                 7.2                 
Venantas            zukauskas           8.8                 8.8                 
Venantas            Paulauskas          8.8                 8.8                 
Venantas            Jankauskas          6.6                 6.6                 
Venantas            Stankevicius        6.6                 6.6                 
Venantas            Paulauskas          8.8                 8.8                 
Venantas            Kavaliauskas        7                   7                   
Venantas            Urbonas             8.8                 8.8                 
Venjaminas          Jankauskas          6.8                 6.8                 
Venjaminas          Kateiva             8.2                 8.2                 
Venjaminas          zukauskas           8                   8                   
Venjaminas          Vasiliauskas        8                   8                   
Venjaminas          Sakalauskas         7.2                 7.2                 
Venjaminas          Vasiliauskas        5                   5                   
Venjaminas          Pocius              6.4                 6.4                 
Venjaminas          Paulauskas          6.8                 6.8                 
Vergilijus          Vasiliauskas        7.2                 7.2                 
Vergilijus          Kavaliauskas        6.2                 6.2                 
Vergilijus          Petrauskas          8.6                 8.6                 
Vergilijus          Kateiva             7.2                 7.2                 
Vergilijus          Butkus              6.8                 6.8                 
Vergilijus          Petrauskas          5.2                 5.2                 
Vergilijus          Urbonas             5.4                 5.4                 
Vergilijus          Pocius              6.4                 6.4                 
Vergilijus          Butkus              7.2                 7.2                 
Verneris            Stankevicius        7                   7                   
Verneris            Kazlaukas           6.6                 6.6                 
Verneris            Vasiliauskas        9.4                 9.4                 
Verneris            Pocius              7.2                 7.2                 
Verneris            zukauskas           6                   6                   
Verneris            Vasiliauskas        7.6                 7.6                 
Verneris            Kateiva             5.8                 5.8                 
Verneris            Baranauskas         8                   8                   
Verneris            Pocius              6.8                 6.8                 
Verneris            zukauskas           5.4                 5.4                 
Verneris            Stankevicius        7.2                 7.2                 
Verneris            Butkus              7.2                 7.2                 
Vestas              Kazlaukas           5.6                 5.6                 
Vestas              Vasiliauskas        5.4                 5.4                 
Vestas              Vasiliauskas        5.4                 5.4                 
Vestas              zukauskas           7                   7                   
Vestas              Kateiva             6.4                 6.4                 
Vestas              Stankevicius        9.2                 9.2                 
Vestas              Paulauskas          6.4                 6.4                 
Viaceslavas         zukauskas           6.4                 6.4                 
Viaceslavas         Jankauskas          5.8                 5.8                 
Viaceslavas         Kavaliauskas        5.2                 5.2                 
Viaceslavas         Petrauskas          7.2                 7.2                 
Viaceslavas         Petrauskas          7.6                 7.6                 
Viaceslavas         Jankauskas          5                   5                   
Vidas               Kazlaukas           9.2                 9.2                 
Vidas               Kateiva             8.8                 8.8                 
Vidas               Kavaliauskas        5.6                 5.6                 
Vidas               Pocius              5.2                 5.2                 
Vidas               Vasiliauskas        7.4                 7.4                 
Vidas               Paulauskas          7.8                 7.8                 
Vidas               Butkus              7.6                 7.6                 
Vidas               Paulauskas          5.4                 5.4                 
Vidimantas          Stankevicius        5                   5                   
Vidimantas          Jankauskas          8.6                 8.6                 
Vidimantas          Kateiva             7.2                 7.2                 
Vidimantas          Kateiva             8.2                 8.2                 
Vidimantas          Vasiliauskas        8.8                 8.8                 
Vidimantas          Butkus              6.6                 6.6                 
Vidmantas           Urbonas             5.2                 5.2                 
Vidmantas           Sakalauskas         6.2                 6.2                 
Vidmantas           Baranauskas         6.6                 6.6                 
Vidmantas           Kateiva             5.2                 5.2                 
Vidmantas           Stankevicius        6.2                 6.2                 
Vidmantas           Paulauskas          6                   6                   
Vidmantas           Baranauskas         5.4                 5.4                 
Vidmantas           Vasiliauskas        6                   6                   
Vidmantas           Kavaliauskas        10                  10                  
Vidmantas           Vasiliauskas        7.8                 7.8                 
Vidmantas           Vasiliauskas        7.8                 7.8                 
Vidmantas           Baranauskas         6.2                 6.2                 
Vidmantas           Baranauskas         5                   5                   
Viesulas            Vasiliauskas        8.8                 8.8                 
Viesulas            Paulauskas          6                   6                   
Viesulas            Butkus              5.8                 5.8                 
Viesulas            Pocius              5                   5                   
Viesulas            Urbonas             6.4                 6.4                 
Viesulas            Paulauskas          6.4                 6.4                 
Vigilijus           Kateiva             6.4                 6.4                 
Vigilijus           Stankevicius        8.8                 8.8                 
Vigilijus           Paulauskas          9.4                 9.4                 
Vigilijus           Kateiva             6.6                 6.6                 
Vigilijus           Sakalauskas         6.6                 6.6                 
Vigilijus           Sakalauskas         6.8                 6.8                 
Vigilijus           Paulauskas          7.2                 7.2                 
Vigilijus           Jankauskas          6.2                 6.2                 
Viktas              Vasiliauskas        5                   5                   
Viktas              Sakalauskas         6.4                 6.4                 
Viktas              Urbonas             8.4                 8.4                 
Viktas              Butkus              6.8                 6.8                 
Viktas              Baranauskas         7                   7                   
Viktas              Sakalauskas         6.2                 6.2                 
Viktoras            Jankauskas          5.6                 5.6                 
Viktoras            Paulauskas          5.8                 5.8                 
Viktoras            Stankevicius        6                   6                   
Viktoras            Sakalauskas         7.6                 7.6                 
Viktoras            Baranauskas         7.8                 7.8                 
Viktorijus          Kateiva             5.6                 5.6                 
Viktorijus          Butkus              9.6                 9.6                 
Viktorijus          Jankauskas          6.6                 6.6                 
Viktorijus          Kazlaukas           8.4                 8.4                 
Viktorijus          Vasiliauskas        6                   6                   
Viktorijus          Kateiva             6.4                 6.4                 
Viktorijus          Baranauskas         5.6                 5.6                 
Viktorijus          Urbonas             6.8                 6.8                 
Viktorijus          Urbonas             7.8                 7.8                 
Viktorijus          Petrauskas          6.8                 6.8                 
Viktorijus          Kateiva             9.4                 9.4                 
Viktorijus          Pocius              6.4                 6.4                 
Viktorinas          Sakalauskas         6.6                 6.6                 
Viktorinas          Kateiva             5.4                 5.4                 
Viktorinas          Jankauskas          7.6                 7.6                 
Viktorinas          Vasiliauskas        5.6                 5.6                 
Viktorinas          Petrauskas          8.6                 8.6                 
Viktorinas          Butkus              6.8                 6.8                 
Vilenas             Kazlaukas           7.4                 7.4                 
Vilenas             zukauskas           8                   8                   
Vilenas             Jankauskas          7.2                 7.2                 
Vilenas             Vasiliauskas        9.4                 9.4                 
Vilenas             Jankauskas          6.6                 6.6                 
Vilenas             Sakalauskas         6.4                 6.4                 
Vilenas             Kavaliauskas        6.2                 6.2                 
Vilenas             Urbonas             5.4                 5.4                 
Vilenas             Vasiliauskas        5.6                 5.6                 
Vilenas             Jankauskas          5.8                 5.8                 
Vilenas             Butkus              5.4                 5.4                 
Vilenas             Sakalauskas         7.6                 7.6                 
Vilgaudas           Paulauskas          7.2                 7.2                 
Vilgaudas           Kazlaukas           6.8                 6.8                 
Vilgaudas           Urbonas             5                   5                   
Vilgaudas           Baranauskas         7.2                 7.2                 
Vilgaudas           Paulauskas          5.2                 5.2                 
Vilhelmas           zukauskas           5.2                 5.2                 
Vilhelmas           zukauskas           8.6                 8.6                 
Vilhelmas           Kateiva             6.2                 6.2                 
Vilijus             Jankauskas          5.4                 5.4                 
Vilijus             Kavaliauskas        9                   9                   
Vilius              zukauskas           9.4                 9.4                 
Vilius              Baranauskas         8.8                 8.8                 
Vilius              Jankauskas          9                   9                   
Vilius              Pocius              5                   5                   
Vilius              Kateiva             8.4                 8.4                 
Vilius              Sakalauskas         5.2                 5.2                 
Vilmantas           Urbonas             6.2                 6.2                 
Vilmantas           Kazlaukas           7.8                 7.8                 
Vilmantas           Jankauskas          5                   5                   
Vilmantas           zukauskas           5                   5                   
Vilmantas           Sakalauskas         5.4                 5.4                 
Vilmantas           Kateiva             5.8                 5.8                 
Vilmantas           Butkus              7                   7                   
Vilmantas           Urbonas             6.6                 6.6                 
Vilmas              Kazlaukas           5.2                 5.2                 
Vilmas              Butkus              5.8                 5.8                 
Vilmas              Kazlaukas           7.8                 7.8                 
Vilmas              Jankauskas          7.2                 7.2                 
Vilmas              Jankauskas          5.8                 5.8                 
Vilmas              Kazlaukas           5.8                 5.8                 
Vilmas              Paulauskas          8.2                 8.2                 
Vilmas              Pocius              7.2                 7.2                 
Vilmas              Butkus              9.6                 9.6                 
Vilnius             Butkus              5.2                 5.2                 
Vilnius             Kateiva             8.2                 8.2                 
Vilnius             Baranauskas         8.6                 8.6                 
Vilnius             Kavaliauskas        5.2                 5.2                 
Vilnius             Kateiva             6.2                 6.2                 
Vilnius             Kazlaukas           6.8                 6.8                 
Vilnius             Kazlaukas           9.2                 9.2                 
Vilnius             Baranauskas         7.4                 7.4                 
Vilnius             Butkus              5.8                 5.8                 
Vilnius             Jankauskas          8.4                 8.4                 
Vilnius             Kazlaukas           5.8                 5.8                 
Vilnius             Paulauskas          10                  10                  
Viltaras            Kateiva             9.4                 9.4                 
Viltaras            Kazlaukas           6                   6                   
Viltaras            Sakalauskas         5.8                 5.8                 
Viltaras            Jankauskas          8.2                 8.2                 
Viltaras            Stankevicius        7                   7                   
Viltautas           Petrauskas          5.4                 5.4                 
Viltautas           Kazlaukas           8.8                 8.8                 
Viltautas           Kateiva             5.4                 5.4                 
Viltautas           Jankauskas          6.6                 6.6                 
Viltautas           Stankevicius        6                   6                   
Viltautas           Kateiva             6.6                 6.6                 
Viltautas           Paulauskas          6.8                 6.8                 
Viltautas           zukauskas           5.8                 5.8                 
Viltenis            Kazlaukas           7.6                 7.6                 
Viltenis            Stankevicius        5                   5                   
Viltenis            Kazlaukas           6.8                 6.8                 
Viltenis            Kateiva             6.6                 6.6                 
Viltenis            Baranauskas         6.4                 6.4                 
Viltenis            Vasiliauskas        6.6                 6.6                 
Viltenis            Butkus              6.6                 6.6                 
Viltenis            Pocius              6                   6                   
Vincas              Urbonas             5                   5                   
Vincas              Paulauskas          6.2                 6.2                 
Vincas              Butkus              8.4                 8.4                 
Vincas              Sakalauskas         8.2                 8.2                 
Vincas              Paulauskas          6.6                 6.6                 
Vincas              Stankevicius        7.2                 7.2                 
Vincentas           Kazlaukas           6.4                 6.4                 
Vincentas           zukauskas           5.2                 5.2                 
Vincentas           Petrauskas          6.2                 6.2                 
Vingaudas           Kateiva             6                   6                   
Vingaudas           Vasiliauskas        8.2                 8.2                 
Vingaudas           Paulauskas          7.8                 7.8                 
Vingaudas           Jankauskas          7                   7                   
Vingaudas           Baranauskas         6.4                 6.4                 
Vingaudas           Kavaliauskas        6                   6                   
Vingaudas           Kazlaukas           7.4                 7.4                 
Vingaudas           Stankevicius        6.8                 6.8                 
Virgaudas           Kazlaukas           8.2                 8.2                 
Virgaudas           Baranauskas         5.8                 5.8                 
Virgaudas           Baranauskas         5.2                 5.2                 
Virgaudas           Kateiva             7.4                 7.4                 
Virgaudas           Petrauskas          7.2                 7.2                 
Virgaudas           Urbonas             7.4                 7.4                 
Virgaudas           Petrauskas          8                   8                   
Virgaudas           Kateiva             7.6                 7.6                 
Virgaudas           Sakalauskas         7.6                 7.6                 
Virgaudas           zukauskas           6.4                 6.4                 
Virgilijus          Kazlaukas           8.4                 8.4                 
Virgilijus          Butkus              5.4                 5.4                 
Virgilijus          Pocius              5.6                 5.6                 
Virginijus          Petrauskas          5.4                 5.4                 
Virginijus          Stankevicius        5.2                 5.2                 
Virginijus          Vasiliauskas        6.6                 6.6                 
Virginijus          Vasiliauskas        8.4                 8.4                 
Virginijus          Pocius              6                   6                   
Virginijus          Jankauskas          5.6                 5.6                 
Virgintas           Baranauskas         6.6                 6.6                 
Virgintas           Petrauskas          6                   6                   
Virgintas           Kazlaukas           8.8                 8.8                 
Virgintas           Baranauskas         6.6                 6.6                 
Virgintas           zukauskas           5.6                 5.6                 
Virgintas           Kavaliauskas        5.6                 5.6                 
Virgis              Kazlaukas           5.6                 5.6                 
Virgis              zukauskas           8                   8                   
Virgis              Baranauskas         6.6                 6.6                 
Virgis              Sakalauskas         6.2                 6.2                 
Virgis              Paulauskas          7.6                 7.6                 
Virgis              Pocius              8                   8                   
Virgis              Paulauskas          8.8                 8.8                 
Virgius             Stankevicius        7                   7                   
Virgius             Baranauskas         6.4                 6.4                 
Virgius             Kazlaukas           7.4                 7.4                 
Virgius             Kateiva             10                  10                  
Virgius             Butkus              10                  10                  
Virmantas           Vasiliauskas        6.4                 6.4                 
Virmantas           Sakalauskas         8.2                 8.2                 
Virmantas           Baranauskas         7.4                 7.4                 
Virmantas           Kavaliauskas        8.8                 8.8                 
Virmantas           Kateiva             6.8                 6.8                 
Virmantas           Pocius              6.8                 6.8                 
Virmantas           Paulauskas          9.6                 9.6                 
Vismantas           Jankauskas          5.8                 5.8                 
Vismantas           Pocius              9.2                 9.2                 
Vismantas           Kateiva             8.4                 8.4                 
Vismantas           Petrauskas          6.4                 6.4                 
Vismantas           Pocius              7.2                 7.2                 
Vismantas           Petrauskas          7.2                 7.2                 
Vismantas           Sakalauskas         5.8                 5.8                 
Vismantas           Kavaliauskas        9                   9                   
Visvaldas           Pocius              5                   5                   
Visvaldas           Butkus              7.4                 7.4                 
Visvaldas           Butkus              5                   5                   
Visvaldas           Paulauskas          6.2                 6.2                 
Visvaldis           Kateiva             8.8                 8.8                 
Visvaldis           Urbonas             5.8                 5.8                 
Visvaldis           Baranauskas         7.2                 7.2                 
Visvaldis           Sakalauskas         5.2                 5.2                 
Visvaldis           Paulauskas          5                   5                   
Visvaldis           Pocius              6.4                 6.4                 
Visvaldis           Jankauskas          6.4                 6.4                 
Vitalijus           Kateiva             10                  10                  
Vitalijus           Petrauskas          8                   8                   
Vitalijus           Petrauskas          7.8                 7.8                 
Vitalis             zukauskas           5.4                 5.4                 
Vitalis             Vasiliauskas        8.4                 8.4                 
Vitalis             zukauskas           5.2                 5.2                 
Vitalis             Sakalauskas         7.6                 7.6                 
Vitalis             Kazlaukas           5.2                 5.2                 
Vitalis             Petrauskas          5.4                 5.4                 
Vitalis             Petrauskas          5.6                 5.6                 
Vitalis             Vasiliauskas        5.2                 5.2                 
Vitalius            zukauskas           5.2                 5.2                 
Vitalius            Urbonas             5.6                 5.6                 
Vitalius            Butkus              8.8                 8.8                 
Vitalius            Petrauskas          5.4                 5.4                 
Vitalius            Petrauskas          5.2                 5.2                 
Vitalius            Kavaliauskas        6.4                 6.4                 
Vitalius            Jankauskas          7.6                 7.6                 
Vitalius            Vasiliauskas        9.6                 9.6                 
Vitalius            zukauskas           7.6                 7.6                 
Vitalius            Butkus              5.8                 5.8                 
Vitalius            Kazlaukas           5.2                 5.2                 
Vitalius            Sakalauskas         6                   6                   
Vitas               Sakalauskas         5.4                 5.4                 
Vitas               Baranauskas         7                   7                   
Vitas               Stankevicius        6.4                 6.4                 
Vitas               Sakalauskas         5.8                 5.8                 
Vitas               Baranauskas         9.4                 9.4                 
Vitas               Butkus              6.8                 6.8                 
Vitas               Vasiliauskas        8                   8                   
Vitas               zukauskas           5                   5                   
Vitas               Kazlaukas           6.6                 6.6                 
Vitas               Pocius              5                   5                   
Vitoldas            Paulauskas          6.8                 6.8                 
Vitoldas            Paulauskas          6.4                 6.4                 
Vitoldas            Pocius              6.4                 6.4                 
Vitoldas            Pocius              6.2                 6.2                 
Vitoldas            Kavaliauskas        6.8                 6.8                 
Vitoldas            Kazlaukas           9.6                 9.6                 
Vitoldas            Baranauskas         7                   7                   
Vitoldas            Jankauskas          5.2                 5.2                 
Vladas              Petrauskas          5.6                 5.6                 
Vladas              Jankauskas          6                   6                   
Vladas              zukauskas           5.6                 5.6                 
Vladas              Butkus              7.2                 7.2                 
Vladas              Kazlaukas           5.8                 5.8                 
Vladimiras          zukauskas           10                  10                  
Vladimiras          Urbonas             5.2                 5.2                 
Vladimiras          Sakalauskas         6.4                 6.4                 
Vladimiras          zukauskas           9.4                 9.4                 
Vladimiras          Butkus              8.2                 8.2                 
Vladimiras          Paulauskas          6.2                 6.2                 
Vladimiras          Butkus              8.2                 8.2                 
Vladislavas         Stankevicius        9.6                 9.6                 
Vladislavas         zukauskas           8.8                 8.8                 
Vladislavas         Stankevicius        6.4                 6.4                 
Vladislavas         Jankauskas          7.2                 7.2                 
Vladislavas         Butkus              7                   7                   
Vladislavas         Urbonas             7.2                 7.2                 
Vladislavas         Butkus              5                   5                   
Vladislavas         Vasiliauskas        7.6                 7.6                 
Vladislavas         Butkus              7                   7                   
Vladislavas         Sakalauskas         5.6                 5.6                 
Vladislavas         Butkus              6.4                 6.4                 
Vladislavas         Paulauskas          7.6                 7.6                 
Vladislavas         Pocius              7                   7                   
Vladislavas         Kazlaukas           5.6                 5.6                 
Vladislovas         zukauskas           6.4                 6.4                 
Vladislovas         Baranauskas         6                   6                   
Vladislovas         Kavaliauskas        7.8                 7.8                 
Vladislovas         Kateiva             7.2                 7.2                 
Vladislovas         Urbonas             9.4                 9.4                 
Vladislovas         Vasiliauskas        5.2                 5.2                 
Vladlenas           Kazlaukas           7.8                 7.8                 
Vladlenas           Kavaliauskas        6.4                 6.4                 
Vladlenas           Pocius              5.4                 5.4                 
Vladlenas           Petrauskas          6.6                 6.6                 
Vladlenas           Petrauskas          8                   8                   
Vladlenas           Urbonas             5.8                 5.8                 
Vladlenas           Petrauskas          5.6                 5.6                 
Vladlenas           Petrauskas          5                   5                   
Vladlenas           Urbonas             9.4                 9.4                 
Voicechas           Vasiliauskas        5.6                 5.6                 
Voicechas           Stankevicius        7                   7                   
Voicechas           Jankauskas          5.2                 5.2                 
Voicechas           Vasiliauskas        7                   7                   
Voicechas           Petrauskas          5.6                 5.6                 
Voicechas           Baranauskas         7.6                 7.6                 
Voicechas           Pocius              5.8                 5.8                 
Voicechas           Urbonas             8.2                 8.2                 
Voicechas           Vasiliauskas        8.8                 8.8                 
Voldemaras          Butkus              5.8                 5.8                 
Vsevolodas          Jankauskas          5.4                 5.4                 
Vsevolodas          Stankevicius        5.4                 5.4                 
Vsevolodas          Baranauskas         7                   7                   
Vsevolodas          Petrauskas          5.2                 5.2                 
Vsevolodas          Pocius              6.6                 6.6                 
Vsevolodas          Pocius              6.8                 6.8                 
Vsevolodas          zukauskas           7.2                 7.2                 
Vydas               zukauskas           5.4                 5.4                 
Vydas               Kavaliauskas        7.4                 7.4                 
Vydas               Kateiva             6.8                 6.8                 
Vydas               Butkus              5                   5                   
Vydas               Jankauskas          8.2                 8.2                 
Vydas               Vasiliauskas        7                   7                   
Vydimantas          Kazlaukas           9                   9                   
Vydimantas          Kazlaukas           5.4                 5.4                 
Vydimantas          Pocius              5.8                 5.8                 
Vydimantas          Kateiva             6                   6                   
Vydimantas          Paulauskas          7.2                 7.2                 
Vydimantas          Stankevicius        9.2                 9.2                 
Vydimantas          zukauskas           9.4                 9.4                 
Vydimantas          Stankevicius        5.4                 5.4                 
Vydimantas          Sakalauskas         5                   5                   
Vydimantas          Stankevicius        7                   7                   
Vydimantas          Stankevicius        7.8                 7.8                 
Vydimantas          Urbonas             6.2                 6.2                 
Vydmantas           Butkus              7.6                 7.6                 
Vydmantas           Urbonas             5.4                 5.4                 
Vydmantas           Kateiva             8.2                 8.2                 
Vydmantas           Kateiva             7.6                 7.6                 
Vydmantas           Stankevicius        6.8                 6.8                 
Vydmantas           zukauskas           7.2                 7.2                 
Vydmantas           Vasiliauskas        5.6                 5.6                 
Vydmantas           Vasiliauskas        7.2                 7.2                 
Vydmantas           Butkus              8                   8                   
Vydmantas           Butkus              7.6                 7.6                 
Vydmantas           Sakalauskas         10                  10                  
Vydmantas           Kateiva             8.8                 8.8                 
Vygandas            Stankevicius        7.4                 7.4                 
Vygandas            Butkus              5.6                 5.6                 
Vygandas            Petrauskas          10                  10                  
Vygandas            Vasiliauskas        8.2                 8.2                 
Vygandas            Jankauskas          5.8                 5.8                 
Vygandas            Paulauskas          9.4                 9.4                 
Vygandas            Petrauskas          5.8                 5.8                 
Vygantas            Kateiva             8                   8                   
Vygantas            zukauskas           5.2                 5.2                 
Vygantas            Vasiliauskas        7                   7                   
Vygantas            zukauskas           9                   9                   
Vygaudas            Paulauskas          5.8                 5.8                 
Vygaudas            Stankevicius        9.4                 9.4                 
Vygaudas            Kateiva             7.2                 7.2                 
Vygaudas            Urbonas             5.6                 5.6                 
Vygaudas            Stankevicius        7.8                 7.8                 
Vygaudas            Kazlaukas           6.2                 6.2                 
Vygaudas            Vasiliauskas        6.4                 6.4                 
Vygaudas            Kazlaukas           8.4                 8.4                 
Vygintas            Stankevicius        6.4                 6.4                 
Vygintas            Kazlaukas           7.6                 7.6                 
Vygintas            Petrauskas          8.2                 8.2                 
Vygintas            Jankauskas          6.4                 6.4                 
Vygintas            Kazlaukas           6                   6                   
Vygintas            Kateiva             5.8                 5.8                 
Vygintas            Pocius              6.6                 6.6                 
Vygirdas            Sakalauskas         8                   8                   
Vygirdas            Vasiliauskas        6.2                 6.2                 
Vygirdas            Baranauskas         7.2                 7.2                 
Vygirdas            Jankauskas          10                  10                  
Vygirdas            Jankauskas          8.8                 8.8                 
Vygirdas            Paulauskas          8.4                 8.4                 
Vygirdas            Jankauskas          7.6                 7.6                 
Vygirdas            Stankevicius        7.2                 7.2                 
Vykantas            Petrauskas          6.4                 6.4                 
Vykantas            Petrauskas          10                  10                  
Vykantas            Urbonas             8                   8                   
Vykantas            Petrauskas          5.2                 5.2                 
Vykantas            Butkus              7                   7                   
Vykantas            Kavaliauskas        5.6                 5.6                 
Vykintas            Sakalauskas         9                   9                   
Vykintas            Stankevicius        9                   9                   
Vykintas            Kazlaukas           6.6                 6.6                 
Vykintas            zukauskas           8                   8                   
Vykintas            Pocius              8.2                 8.2                 
Vykintas            Stankevicius        10                  10                  
Vykintas            Stankevicius        8                   8                   
Vykintas            Kazlaukas           6                   6                   
Vykintas            Jankauskas          5.8                 5.8                 
Vykintas            Kazlaukas           8                   8                   
Vykintas            Butkus              8.2                 8.2                 
Vykintas            Sakalauskas         5.6                 5.6                 
Vykintas            zukauskas           8.8                 8.8                 
Vykintas            Sakalauskas         5.4                 5.4                 
Vykintas            Stankevicius        8.4                 8.4                 
Vykintas            Kazlaukas           6.4                 6.4                 
Vykintas            Kateiva             6.8                 6.8                 
Vykintas            zukauskas           7.4                 7.4                 
Vykintas            Sakalauskas         5.4                 5.4                 
Vykintas            Paulauskas          7.2                 7.2                 
Vykintas            Butkus              7.2                 7.2                 
Vykintas            Pocius              6.6                 6.6                 
Vykintas            Stankevicius        5.8                 5.8                 
Vykintas            Urbonas             8                   8                   
