Vardas              Pavarde             Vid.                Med.                
Tauras              Pocius              4.4                 4.4                 
Tautginas           Urbonas             2.2                 2.2                 
Tautginas           Petrauskas          1.6                 1.6                 
Tautginas           Baranauskas         2.8                 2.8                 
Tautginas           zukauskas           2.4                 2.4                 
Tautginas           zukauskas           4                   4                   
Tautginas           Sakalauskas         4.2                 4.2                 
Tautrimas           Stankevicius        1                   1                   
Tautrimas           Sakalauskas         4.6                 4.6                 
Tautrimas           Baranauskas         4.6                 4.6                 
Tautrimas           Sakalauskas         4.2                 4.2                 
Tautrimas           Sakalauskas         4.8                 4.8                 
Tautrimas           Jankauskas          3.8                 3.8                 
Tautvydas           Pocius              4.8                 4.8                 
Tautvydas           Kavaliauskas        3.4                 3.4                 
Tautvydas           Vasiliauskas        2.4                 2.4                 
Tautvydas           Stankevicius        4                   4                   
Tautvydas           Sakalauskas         2.2                 2.2                 
Tautvydas           Pocius              3                   3                   
Tedas               Vasiliauskas        3                   3                   
Tedas               zukauskas           4.2                 4.2                 
Tedas               Kateiva             3.8                 3.8                 
Tedas               Urbonas             2.2                 2.2                 
Tedas               zukauskas           4.6                 4.6                 
Tedas               Urbonas             4.6                 4.6                 
Tedas               Kavaliauskas        2.2                 2.2                 
Tedas               Pocius              4.4                 4.4                 
Teisius             zukauskas           1.4                 1.4                 
Teisius             Jankauskas          2.6                 2.6                 
Teisius             Pocius              4.4                 4.4                 
Teisius             Kazlaukas           3.8                 3.8                 
Teisius             Kavaliauskas        2.6                 2.6                 
Teisutis            Kateiva             4.2                 4.2                 
Teisutis            Stankevicius        1                   1                   
Teisutis            Baranauskas         4.6                 4.6                 
Teisutis            Kavaliauskas        4.2                 4.2                 
Teisutis            zukauskas           3                   3                   
Teisutis            Baranauskas         3.4                 3.4                 
Teisutis            Sakalauskas         4.4                 4.4                 
Teisutis            Paulauskas          3.2                 3.2                 
Telesforas          Pocius              1.8                 1.8                 
Telesforas          Butkus              3.6                 3.6                 
Telesforas          Pocius              2.8                 2.8                 
Telesforas          Vasiliauskas        4                   4                   
Teodoras            Kazlaukas           3.2                 3.2                 
Teodoras            Kavaliauskas        2.8                 2.8                 
Teofilis            Kazlaukas           3.4                 3.4                 
Teofilis            Baranauskas         2.6                 2.6                 
Teofilis            Sakalauskas         4.6                 4.6                 
Teofilis            Baranauskas         4                   4                   
Terentijus          Kazlaukas           4                   4                   
Terentijus          Jankauskas          4.8                 4.8                 
Tiberijus           Jankauskas          4.4                 4.4                 
Tiberijus           Urbonas             2.6                 2.6                 
Tiberijus           Sakalauskas         3.2                 3.2                 
Timas               Petrauskas          1                   1                   
Timas               Vasiliauskas        4.4                 4.4                 
Timas               Petrauskas          4.8                 4.8                 
Timas               Baranauskas         3.4                 3.4                 
Timotiejus          Kazlaukas           1                   1                   
Timotiejus          Kazlaukas           2.2                 2.2                 
Timotiejus          Sakalauskas         2.2                 2.2                 
Timotiejus          Vasiliauskas        2.2                 2.2                 
Timotiejus          Stankevicius        4.6                 4.6                 
Timotis             Kavaliauskas        4.4                 4.4                 
Timotis             Pocius              4.8                 4.8                 
Timotis             Kavaliauskas        2.6                 2.6                 
Timotis             Baranauskas         4.4                 4.4                 
Timotis             Vasiliauskas        3.4                 3.4                 
Timotis             Vasiliauskas        2.6                 2.6                 
Timotis             Pocius              3.6                 3.6                 
Timotis             Butkus              2.8                 2.8                 
Timuras             Petrauskas          4.8                 4.8                 
Timuras             Paulauskas          3                   3                   
Timuras             Sakalauskas         4.4                 4.4                 
Timuras             Stankevicius        2                   2                   
Timuras             Butkus              4.2                 4.2                 
Titas               Sakalauskas         3.4                 3.4                 
Titas               Baranauskas         3.2                 3.2                 
Titas               Baranauskas         4.8                 4.8                 
Tomas               Urbonas             4                   4                   
Tomas               Jankauskas          2.2                 2.2                 
Tomas               Petrauskas          3.8                 3.8                 
Tomas               Paulauskas          3.2                 3.2                 
Tomas               Jankauskas          4.2                 4.2                 
Tomasas             Sakalauskas         2.2                 2.2                 
Tomasas             Butkus              3                   3                   
Tomasas             Pocius              4.2                 4.2                 
Tomasas             Petrauskas          3.4                 3.4                 
Tomasas             Vasiliauskas        4.6                 4.6                 
Tomasas             zukauskas           2.2                 2.2                 
Tomasas             Sakalauskas         3                   3                   
Tomasas             Butkus              4.8                 4.8                 
Tonis               Jankauskas          4.2                 4.2                 
Tonis               Paulauskas          3.2                 3.2                 
Tonis               Vasiliauskas        3.8                 3.8                 
Tonis               Pocius              3.2                 3.2                 
Tonis               Kavaliauskas        2.8                 2.8                 
Traidenis           Kateiva             2.2                 2.2                 
Traidenis           Sakalauskas         2.6                 2.6                 
Traidenis           Butkus              4.8                 4.8                 
Traidenis           Paulauskas          2.2                 2.2                 
Trofimas            Butkus              3.6                 3.6                 
Trofimas            Pocius              4                   4                   
Trofimas            Sakalauskas         1.6                 1.6                 
Trofimas            Kavaliauskas        4.4                 4.4                 
Trofimas            Urbonas             2.6                 2.6                 
Tumas               Sakalauskas         3.2                 3.2                 
Tumas               Petrauskas          1                   1                   
Tumas               Pocius              4.6                 4.6                 
Tumas               Paulauskas          4                   4                   
Tumas               Jankauskas          4                   4                   
Ubaldas             Vasiliauskas        4.4                 4.4                 
Ubaldas             Baranauskas         3.4                 3.4                 
Ubaldas             Kateiva             4.6                 4.6                 
Ubaldas             Kazlaukas           4.4                 4.4                 
Ugnius              Petrauskas          4                   4                   
Ugnius              Sakalauskas         4.8                 4.8                 
Ugnius              Kazlaukas           1.4                 1.4                 
Ugnius              Kazlaukas           2.2                 2.2                 
Ugnius              Kazlaukas           3                   3                   
Ugnius              Paulauskas          2.8                 2.8                 
Ugnius              Butkus              3.8                 3.8                 
Ulrikas             Sakalauskas         3.8                 3.8                 
Ulrikas             Sakalauskas         2                   2                   
Ulrikas             Baranauskas         3.6                 3.6                 
Ulrikas             Kateiva             2.4                 2.4                 
Ulrikas             Baranauskas         3.8                 3.8                 
Uosis               Kazlaukas           4.4                 4.4                 
Uosis               Kavaliauskas        4.8                 4.8                 
Uosis               Vasiliauskas        3.4                 3.4                 
Uosis               Stankevicius        3.4                 3.4                 
Uosis               zukauskas           4.6                 4.6                 
Uosis               Kazlaukas           4.2                 4.2                 
Uosis               Stankevicius        3.2                 3.2                 
Uosis               Petrauskas          4                   4                   
Urbonas             Paulauskas          1                   1                   
Urbonas             Kateiva             4.6                 4.6                 
Urbonas             Jankauskas          4.6                 4.6                 
Urbonas             Kazlaukas           4.2                 4.2                 
Urbonas             zukauskas           3.8                 3.8                 
Urbonas             Stankevicius        1                   1                   
Urbonas             zukauskas           2.8                 2.8                 
Urbonas             Sakalauskas         3.4                 3.4                 
Urbonas             zukauskas           3.4                 3.4                 
Urbonas             Pocius              3.6                 3.6                 
Urbonas             Baranauskas         4.8                 4.8                 
Urbonas             Kavaliauskas        4.8                 4.8                 
Utenis              Jankauskas          2.2                 2.2                 
Utenis              Urbonas             1.8                 1.8                 
Utenis              Kateiva             3.4                 3.4                 
Utenis              Paulauskas          4.8                 4.8                 
Utenis              Baranauskas         4.4                 4.4                 
Utenis              Stankevicius        2.2                 2.2                 
Utenis              Pocius              4.6                 4.6                 
Vacius              Urbonas             4.6                 4.6                 
Vacius              Kateiva             4.4                 4.4                 
Vacius              Kazlaukas           4.8                 4.8                 
Vacius              Baranauskas         4.6                 4.6                 
Vacius              Vasiliauskas        2.6                 2.6                 
Vaclovas            zukauskas           4                   4                   
Vaclovas            Stankevicius        4                   4                   
Vaclovas            Kazlaukas           2.8                 2.8                 
Vaclovas            Butkus              3                   3                   
Vaclovas            Paulauskas          4.6                 4.6                 
Vacys               Kavaliauskas        3.2                 3.2                 
Vacys               Baranauskas         2.8                 2.8                 
Vacys               Baranauskas         3                   3                   
Vacys               zukauskas           2.6                 2.6                 
Vacys               Baranauskas         2.2                 2.2                 
Vacys               Kavaliauskas        3.2                 3.2                 
Vadimas             Kazlaukas           3.2                 3.2                 
Vadimas             Urbonas             3.4                 3.4                 
Vadimas             Paulauskas          4.2                 4.2                 
Vadimas             Urbonas             3                   3                   
Vadimas             Sakalauskas         3.8                 3.8                 
Vadimas             Stankevicius        4.4                 4.4                 
Vadimas             Paulauskas          3.4                 3.4                 
Vaidas              Baranauskas         1.4                 1.4                 
Vaidas              Kateiva             4.4                 4.4                 
Vaidas              Jankauskas          1.4                 1.4                 
Vaidas              Urbonas             3.4                 3.4                 
Vaidas              zukauskas           3.4                 3.4                 
Vaidas              zukauskas           4                   4                   
Vaidas              Butkus              3.6                 3.6                 
Vaidevutis          Stankevicius        3.6                 3.6                 
Vaidila             Kazlaukas           2.8                 2.8                 
Vaidila             Baranauskas         2                   2                   
Vaidila             Baranauskas         3.8                 3.8                 
Vaidis              Vasiliauskas        2.6                 2.6                 
Vaidis              zukauskas           4.8                 4.8                 
Vaidis              Kavaliauskas        3.8                 3.8                 
Vaidis              Butkus              2.8                 2.8                 
Vaidis              Butkus              4                   4                   
Vaidis              Baranauskas         3.4                 3.4                 
Vaidotas            Pocius              3.8                 3.8                 
Vaidotas            Baranauskas         2                   2                   
Vaidotas            Sakalauskas         4.6                 4.6                 
Vaidotas            Baranauskas         2.2                 2.2                 
Vaidotas            Kateiva             3.2                 3.2                 
Vaidotas            Butkus              4                   4                   
Vaidotas            Vasiliauskas        4.2                 4.2                 
Vaidotas            Jankauskas          4.4                 4.4                 
Vaidutis            Sakalauskas         3.8                 3.8                 
Vaidutis            Stankevicius        3                   3                   
Vaidutis            Stankevicius        3.8                 3.8                 
Vaidutis            Petrauskas          4.2                 4.2                 
Vaigaudas           Baranauskas         4.4                 4.4                 
Vaigaudas           Pocius              2.8                 2.8                 
Vaigaudas           Petrauskas          2.6                 2.6                 
Vaigaudas           Sakalauskas         4.8                 4.8                 
Vaigaudas           Vasiliauskas        3.8                 3.8                 
Vaigirdas           Jankauskas          4                   4                   
Vaigirdas           Kateiva             2.2                 2.2                 
Vaigirdas           Baranauskas         3.2                 3.2                 
Vaigirdas           Stankevicius        3.2                 3.2                 
Vainius             Butkus              4.2                 4.2                 
Vainius             Butkus              2.6                 2.6                 
Vainius             zukauskas           4.6                 4.6                 
Vainius             zukauskas           4                   4                   
Vainius             Stankevicius        4.4                 4.4                 
Vainoras            Butkus              4.6                 4.6                 
Vainoras            Kavaliauskas        3.6                 3.6                 
Vaitiekus           Stankevicius        3.4                 3.4                 
Vaitiekus           Kavaliauskas        3.8                 3.8                 
Vaitiekus           Urbonas             4.8                 4.8                 
Vaitiekus           Jankauskas          2.4                 2.4                 
Vaitiekus           Sakalauskas         4.2                 4.2                 
Vaitiekus           Paulauskas          1.4                 1.4                 
Vaizgantas          Petrauskas          3.4                 3.4                 
Vaizgantas          Pocius              4.6                 4.6                 
Vaizgantas          zukauskas           4.4                 4.4                 
Vaizgantas          Petrauskas          2.6                 2.6                 
Vaizgantas          Stankevicius        4                   4                   
Vakaris             Kavaliauskas        4.8                 4.8                 
Vakaris             Kazlaukas           4.6                 4.6                 
Vakaris             Stankevicius        3.4                 3.4                 
Vakaris             Paulauskas          4.2                 4.2                 
Vakaris             Kavaliauskas        3.8                 3.8                 
Vakaris             Baranauskas         4.2                 4.2                 
Vakaris             Pocius              4.2                 4.2                 
Vakaris             Paulauskas          3.6                 3.6                 
Vakaris             Sakalauskas         2.2                 2.2                 
Vakaris             Petrauskas          2.6                 2.6                 
Valdas              Kavaliauskas        3.2                 3.2                 
Valdas              Baranauskas         4.4                 4.4                 
Valdas              zukauskas           2.4                 2.4                 
Valdas              Pocius              3.8                 3.8                 
Valdas              Urbonas             2.6                 2.6                 
Valdas              Petrauskas          3                   3                   
Valdas              Pocius              4.2                 4.2                 
Valdas              zukauskas           4.8                 4.8                 
Valdas              Stankevicius        1.4                 1.4                 
Valdas              Paulauskas          4.8                 4.8                 
Valdemaras          Jankauskas          4.4                 4.4                 
Valdemaras          Petrauskas          4.4                 4.4                 
Valdemaras          Stankevicius        3.8                 3.8                 
Valdemaras          Paulauskas          2.2                 2.2                 
Valdimantas         Jankauskas          1                   1                   
Valdimantas         Butkus              4.8                 4.8                 
Valdimantas         Urbonas             4.8                 4.8                 
Valdimantas         Petrauskas          4                   4                   
Valdimantas         Baranauskas         4.4                 4.4                 
Valdis              Baranauskas         3.2                 3.2                 
Valdis              Jankauskas          3.4                 3.4                 
Valdis              Vasiliauskas        4.4                 4.4                 
Valdis              Sakalauskas         4.4                 4.4                 
Valdis              zukauskas           2.8                 2.8                 
Valentas            Baranauskas         3                   3                   
Valentas            Vasiliauskas        4.2                 4.2                 
Valentas            Vasiliauskas        4                   4                   
Valentas            Vasiliauskas        4.2                 4.2                 
Valentas            Jankauskas          4.8                 4.8                 
Valentinas          zukauskas           4.8                 4.8                 
Valerijonas         Kazlaukas           2.8                 2.8                 
Valerijonas         Kazlaukas           4                   4                   
Valerijonas         Jankauskas          4.2                 4.2                 
Valerijonas         Pocius              2                   2                   
Valerijonas         Vasiliauskas        3.8                 3.8                 
Valerijonas         Kazlaukas           3.2                 3.2                 
Valerijonas         Vasiliauskas        3.8                 3.8                 
Valerijus           Kazlaukas           1.4                 1.4                 
Valerijus           Sakalauskas         3.6                 3.6                 
Valerijus           Jankauskas          4.2                 4.2                 
Valerijus           Paulauskas          2.6                 2.6                 
Valerijus           Butkus              3.8                 3.8                 
Valius              Petrauskas          4.2                 4.2                 
Valius              Kazlaukas           3.6                 3.6                 
Valius              Pocius              3.8                 3.8                 
Valius              Pocius              4                   4                   
Valius              Kateiva             3.8                 3.8                 
Valius              Paulauskas          2.8                 2.8                 
Valteris            Jankauskas          2                   2                   
Valteris            Pocius              3.6                 3.6                 
Valys               Butkus              4.6                 4.6                 
Valys               Kavaliauskas        1.4                 1.4                 
Valys               Butkus              3                   3                   
Valys               Stankevicius        1.4                 1.4                 
Valys               Kavaliauskas        3.6                 3.6                 
Valys               Paulauskas          1.4                 1.4                 
Vasaris             Petrauskas          2.2                 2.2                 
Vasaris             Baranauskas         3.2                 3.2                 
Vasaris             Pocius              2.2                 2.2                 
Vasaris             Vasiliauskas        2.6                 2.6                 
Vasaris             Sakalauskas         2.8                 2.8                 
Vasilijus           Paulauskas          3.4                 3.4                 
Vasilijus           Pocius              3.6                 3.6                 
Vasilijus           Stankevicius        2.2                 2.2                 
Vasilijus           Kavaliauskas        4                   4                   
Vasilijus           Pocius              4.8                 4.8                 
Vasilijus           Kazlaukas           3.4                 3.4                 
Vasilijus           Jankauskas          2                   2                   
Vejas               Paulauskas          3                   3                   
Vejas               Kazlaukas           1.6                 1.6                 
Vejunas             Urbonas             4.2                 4.2                 
Vejunas             Vasiliauskas        4.2                 4.2                 
Venantas            Petrauskas          4.6                 4.6                 
Venjaminas          Kazlaukas           3.8                 3.8                 
Venjaminas          Pocius              3.6                 3.6                 
Venjaminas          Jankauskas          4.2                 4.2                 
Venjaminas          Kavaliauskas        4.4                 4.4                 
Venjaminas          Kateiva             3.8                 3.8                 
Vergilijus          Stankevicius        4.8                 4.8                 
Verneris            zukauskas           4.8                 4.8                 
Verneris            Petrauskas          4.8                 4.8                 
Verneris            Stankevicius        4.6                 4.6                 
Verneris            Vasiliauskas        4.4                 4.4                 
Verneris            Butkus              3.4                 3.4                 
Verneris            Kazlaukas           2                   2                   
Verneris            Kazlaukas           3.2                 3.2                 
Vestas              Paulauskas          2.6                 2.6                 
Vestas              Baranauskas         4.2                 4.2                 
Viaceslavas         Urbonas             4                   4                   
Viaceslavas         Kateiva             1.8                 1.8                 
Vidas               Baranauskas         2.6                 2.6                 
Vidas               Baranauskas         2.2                 2.2                 
Vidas               Stankevicius        2.8                 2.8                 
Vidas               Sakalauskas         3.6                 3.6                 
Vidas               Urbonas             2.2                 2.2                 
Vidas               Kateiva             3.4                 3.4                 
Vidas               Sakalauskas         2.8                 2.8                 
Vidas               Baranauskas         2.8                 2.8                 
Vidas               Paulauskas          3                   3                   
Vidas               Petrauskas          3.4                 3.4                 
Vidimantas          Butkus              4.4                 4.4                 
Vidimantas          Baranauskas         4.4                 4.4                 
Vidimantas          Vasiliauskas        3.2                 3.2                 
Vidimantas          Butkus              3.8                 3.8                 
Vidmantas           Kateiva             2.6                 2.6                 
Vidmantas           Paulauskas          4.2                 4.2                 
Vidmantas           Jankauskas          2.8                 2.8                 
Viesulas            Petrauskas          4.4                 4.4                 
Viesulas            Stankevicius        4.8                 4.8                 
Viesulas            Baranauskas         4.2                 4.2                 
Viesulas            Petrauskas          2.2                 2.2                 
Viesulas            Butkus              1.8                 1.8                 
Viesulas            Urbonas             1.6                 1.6                 
Vigilijus           Sakalauskas         4.4                 4.4                 
Vigilijus           Kavaliauskas        1.8                 1.8                 
Vigilijus           Jankauskas          4.6                 4.6                 
Vigilijus           Vasiliauskas        3                   3                   
Vigilijus           Paulauskas          4.8                 4.8                 
Vigilijus           Jankauskas          2.2                 2.2                 
Viktas              Urbonas             3                   3                   
Viktas              Sakalauskas         4                   4                   
Viktoras            Baranauskas         2.8                 2.8                 
Viktoras            Vasiliauskas        2.2                 2.2                 
Viktorijus          Petrauskas          2                   2                   
Viktorijus          zukauskas           4.2                 4.2                 
Viktorijus          Vasiliauskas        1.6                 1.6                 
Viktorijus          Kavaliauskas        4.4                 4.4                 
Viktorijus          zukauskas           4.4                 4.4                 
Viktorinas          Pocius              4.2                 4.2                 
Viktorinas          Butkus              4.4                 4.4                 
Viktorinas          Vasiliauskas        4.6                 4.6                 
Vilenas             Stankevicius        2                   2                   
Vilenas             Petrauskas          4.8                 4.8                 
Vilenas             Paulauskas          2.6                 2.6                 
Vilenas             Petrauskas          3                   3                   
Vilenas             Baranauskas         3.2                 3.2                 
Vilgaudas           Kateiva             4.6                 4.6                 
Vilgaudas           Vasiliauskas        3                   3                   
Vilgaudas           Kavaliauskas        4.4                 4.4                 
Vilgaudas           Sakalauskas         4                   4                   
Vilgaudas           Vasiliauskas        1.4                 1.4                 
Vilgaudas           Sakalauskas         3                   3                   
Vilgaudas           Kazlaukas           4.8                 4.8                 
Vilgaudas           Kazlaukas           4.8                 4.8                 
Vilgaudas           Pocius              2.2                 2.2                 
Vilijus             Sakalauskas         3.6                 3.6                 
Vilijus             Jankauskas          4.6                 4.6                 
Vilijus             Kavaliauskas        4.6                 4.6                 
Vilijus             Urbonas             4.6                 4.6                 
Vilius              Kavaliauskas        4.6                 4.6                 
Vilius              Pocius              3                   3                   
Vilius              Jankauskas          4.6                 4.6                 
Vilius              Urbonas             3                   3                   
Vilius              Vasiliauskas        4.8                 4.8                 
Vilmantas           Kateiva             2.6                 2.6                 
Vilmantas           Paulauskas          4.2                 4.2                 
Vilmantas           Kateiva             3.8                 3.8                 
Vilmantas           Kazlaukas           4.2                 4.2                 
Vilmas              Butkus              4                   4                   
Vilmas              Baranauskas         2                   2                   
Vilmas              Petrauskas          2.2                 2.2                 
Vilmas              Sakalauskas         3.2                 3.2                 
Vilmas              Jankauskas          2.4                 2.4                 
Vilmas              Kavaliauskas        2.2                 2.2                 
Vilmas              Kazlaukas           3.8                 3.8                 
Vilnius             Kateiva             3.6                 3.6                 
Vilnius             Jankauskas          2                   2                   
Vilnius             Kateiva             1.4                 1.4                 
Viltaras            Sakalauskas         4                   4                   
Viltaras            Urbonas             4                   4                   
Viltaras            Petrauskas          3.4                 3.4                 
Viltaras            Petrauskas          4                   4                   
Viltautas           Kavaliauskas        4.4                 4.4                 
Viltautas           Butkus              1                   1                   
Viltautas           zukauskas           2                   2                   
Viltautas           Petrauskas          4.6                 4.6                 
Viltenis            Kazlaukas           3.8                 3.8                 
Viltenis            Vasiliauskas        4.6                 4.6                 
Viltenis            Kateiva             4.4                 4.4                 
Viltenis            Urbonas             3.8                 3.8                 
Viltenis            Petrauskas          4.6                 4.6                 
Viltenis            Vasiliauskas        2.6                 2.6                 
Vincas              Pocius              2                   2                   
Vincas              Jankauskas          4.4                 4.4                 
Vincas              Baranauskas         4                   4                   
Vincas              Pocius              3.2                 3.2                 
Vincas              Pocius              1.4                 1.4                 
Vincas              Jankauskas          2.2                 2.2                 
Vincentas           Paulauskas          4.6                 4.6                 
Vincentas           Stankevicius        3.8                 3.8                 
Vincentas           Urbonas             4                   4                   
Vincentas           Pocius              4.2                 4.2                 
Vincentas           Butkus              2.6                 2.6                 
Vincentas           zukauskas           3                   3                   
Vincentas           Kavaliauskas        3.2                 3.2                 
Vingaudas           Kazlaukas           1.8                 1.8                 
Vingaudas           Pocius              4                   4                   
Vingaudas           Petrauskas          2.4                 2.4                 
Vingaudas           Butkus              3.2                 3.2                 
Vingaudas           zukauskas           3.2                 3.2                 
Vingaudas           Kateiva             4.8                 4.8                 
Vingaudas           Baranauskas         4                   4                   
Vingaudas           Butkus              2.6                 2.6                 
Vingaudas           Urbonas             2.2                 2.2                 
Virgaudas           Baranauskas         3.2                 3.2                 
Virgaudas           Jankauskas          4                   4                   
Virgaudas           Pocius              2.8                 2.8                 
Virgaudas           Petrauskas          3.8                 3.8                 
Virgaudas           Kavaliauskas        2                   2                   
Virgilijus          Urbonas             3.6                 3.6                 
Virgilijus          Pocius              1.4                 1.4                 
Virgilijus          Baranauskas         4                   4                   
Virgilijus          Kavaliauskas        4.6                 4.6                 
Virgilijus          Butkus              3.4                 3.4                 
Virginijus          Petrauskas          4                   4                   
Virginijus          Vasiliauskas        2.4                 2.4                 
Virginijus          Vasiliauskas        3.6                 3.6                 
Virgintas           Butkus              4.4                 4.4                 
Virgintas           zukauskas           3.4                 3.4                 
Virgintas           Jankauskas          2.2                 2.2                 
Virgintas           Vasiliauskas        1.4                 1.4                 
Virgintas           zukauskas           2.8                 2.8                 
Virgis              Pocius              4.6                 4.6                 
Virgis              Pocius              4.4                 4.4                 
Virgis              Baranauskas         1.4                 1.4                 
Virgis              Baranauskas         4                   4                   
Virgis              Pocius              2.6                 2.6                 
Virgius             Vasiliauskas        4.4                 4.4                 
Virgius             Pocius              2.8                 2.8                 
Virgius             Pocius              4.6                 4.6                 
Virgius             zukauskas           3.2                 3.2                 
Virmantas           zukauskas           2.2                 2.2                 
Virmantas           Pocius              3.8                 3.8                 
Virmantas           zukauskas           4.6                 4.6                 
Virmantas           Kateiva             2.8                 2.8                 
Virmantas           Kavaliauskas        3.8                 3.8                 
Virmantas           Kateiva             2.2                 2.2                 
Virmantas           Kazlaukas           2.4                 2.4                 
Virmantas           Kavaliauskas        3                   3                   
Vismantas           Sakalauskas         4.6                 4.6                 
Vismantas           Jankauskas          4.6                 4.6                 
Vismantas           Sakalauskas         2                   2                   
Vismantas           Urbonas             4.6                 4.6                 
Vismantas           Jankauskas          2.2                 2.2                 
Vismantas           Petrauskas          4.4                 4.4                 
Vismantas           Urbonas             3.2                 3.2                 
Visvaldas           Kateiva             3.2                 3.2                 
Visvaldas           Butkus              2.6                 2.6                 
Visvaldas           Vasiliauskas        4.6                 4.6                 
Visvaldas           Kateiva             3.8                 3.8                 
Visvaldas           Vasiliauskas        2.2                 2.2                 
Visvaldis           Sakalauskas         4.8                 4.8                 
Visvaldis           Pocius              1                   1                   
Visvaldis           Petrauskas          3.6                 3.6                 
Vitalijus           Stankevicius        1.4                 1.4                 
Vitalijus           Butkus              3.4                 3.4                 
Vitalijus           Kavaliauskas        4.4                 4.4                 
Vitalijus           Kateiva             3.8                 3.8                 
Vitalis             Sakalauskas         4                   4                   
Vitalis             Butkus              4.4                 4.4                 
Vitalis             zukauskas           4                   4                   
Vitalius            Jankauskas          4.4                 4.4                 
Vitalius            Kavaliauskas        2.4                 2.4                 
Vitas               Vasiliauskas        4.8                 4.8                 
Vitas               Vasiliauskas        1                   1                   
Vitas               Butkus              2.8                 2.8                 
Vitas               Stankevicius        3.6                 3.6                 
Vitas               Petrauskas          2.8                 2.8                 
Vitoldas            Butkus              4.2                 4.2                 
Vitoldas            Petrauskas          4.6                 4.6                 
Vitoldas            zukauskas           4.8                 4.8                 
Vitoldas            Paulauskas          2.8                 2.8                 
Vitoldas            Butkus              3                   3                   
Vitoldas            Kateiva             2.2                 2.2                 
Vitoldas            Baranauskas         2                   2                   
Vitoldas            Baranauskas         4.6                 4.6                 
Vitoldas            Pocius              2.6                 2.6                 
Vladimiras          Butkus              2.2                 2.2                 
Vladimiras          zukauskas           4.6                 4.6                 
Vladimiras          Paulauskas          4                   4                   
Vladislavas         Kateiva             2.8                 2.8                 
Vladislavas         Sakalauskas         4                   4                   
Vladislavas         Petrauskas          3.6                 3.6                 
Vladislavas         Baranauskas         4.6                 4.6                 
Vladislavas         Urbonas             2.4                 2.4                 
Vladislavas         Jankauskas          2.6                 2.6                 
Vladislavas         zukauskas           1.4                 1.4                 
Vladislavas         Kazlaukas           2.6                 2.6                 
Vladislovas         Kazlaukas           3.4                 3.4                 
Vladislovas         Vasiliauskas        3.4                 3.4                 
Vladislovas         Baranauskas         3.2                 3.2                 
Vladislovas         Vasiliauskas        2.2                 2.2                 
Vladislovas         Butkus              3.4                 3.4                 
Vladlenas           Petrauskas          3.6                 3.6                 
Vladlenas           Urbonas             4.6                 4.6                 
Vladlenas           zukauskas           4                   4                   
Vladlenas           Kateiva             4.2                 4.2                 
Vladlenas           Vasiliauskas        3.4                 3.4                 
Vladlenas           Kavaliauskas        4.6                 4.6                 
Vladlenas           Stankevicius        4.8                 4.8                 
Vladlenas           Vasiliauskas        3.8                 3.8                 
Vladlenas           Stankevicius        2.4                 2.4                 
Vladlenas           Pocius              3.8                 3.8                 
Vladlenas           Kateiva             4.8                 4.8                 
Voicechas           Sakalauskas         2.8                 2.8                 
